Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
97,Chris Chiozza\chiozch01,PG,25,BRK,22,1,10.5,1.4,4,0.352,0.6,1.9,0.31,0.8,2.1,0.391,0.426,0.6,0.8,0.765,0.1,1,1.1,3,0.3,0.3,0.7,0.9,4
98,Marquese Chriss\chrisma01,PF,23,GSW,2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5
99,Gary Clark\clarkga01,SF,26,TOT,37,11,17.3,1.1,3.5,0.305,0.8,2.9,0.287,0.2,0.6,0.391,0.424,0.2,0.3,0.8,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2
99,Gary Clark\clarkga01,SF,26,ORL,35,11,18.2,1.1,3.7,0.305,0.9,3.1,0.287,0.3,0.7,0.391,0.424,0.2,0.3,0.8,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1,3.4
99,Gary Clark\clarkga01,SF,26,DEN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0
100,Brandon Clarke\clarkbr01,PF,24,MEM,52,16,24.7,4.5,8.6,0.518,0.4,1.3,0.279,4.1,7.3,0.561,0.539,1.3,1.9,0.684,1.5,4,5.5,1.7,1,0.8,0.6,1.4,10.6
101,Jordan Clarkson\clarkjo01,SG,28,UTA,61,1,26.3,6.3,15.3,0.414,3,8.7,0.341,3.4,6.6,0.509,0.51,1.7,1.9,0.922,0.7,3.3,4,2.3,0.9,0.1,1.7,1.5,17.3
102,Nicolas Claxton\claxtni01,C,21,BRK,26,1,18,2.7,4.6,0.583,0,0.2,0.2,2.7,4.4,0.6,0.588,0.9,1.8,0.5,1.3,3.5,4.8,1,0.7,1.2,0.5,2,6.3
103,Amir Coffey\coffeam01,SG,23,LAC,44,1,9,1,2.3,0.437,0.5,1.3,0.411,0.5,1.1,0.468,0.549,0.6,0.9,0.711,0.2,0.8,1,0.5,0.2,0,0.3,0.7,3.2
104,John Collins\collijo01,PF,23,ATL,57,57,29.7,6.9,12.5,0.552,1.3,3.3,0.383,5.6,9.2,0.613,0.603,2.6,3.1,0.831,2,5.6,7.6,1.3,0.5,1,1.3,3.1,17.6
105,Mike Conley\conlemi01,PG,33,UTA,49,49,29.8,5.7,12.7,0.446,2.7,6.7,0.407,2.9,6,0.49,0.554,2.4,2.8,0.853,0.7,2.7,3.4,6,1.4,0.2,2,1.9,16.4
106,Pat Connaughton\connapa01,SG,28,MIL,62,3,22.8,2.4,5.5,0.442,1.5,3.8,0.382,1,1.7,0.577,0.575,0.5,0.6,0.757,0.9,3.8,4.7,1.2,0.7,0.3,0.5,1.5,6.8
107,Quinn Cook\cookqu01,PG,27,TOT,23,0,6.8,1.3,3,0.426,0.5,1.1,0.423,0.8,1.8,0.429,0.507,0.3,0.3,0.875,0.1,0.7,0.7,0.8,0.2,0,0.3,0.4,3.3
107,Quinn Cook\cookqu01,PG,27,LAL,16,0,3.9,0.8,1.6,0.462,0.3,0.8,0.385,0.4,0.8,0.538,0.558,0.3,0.3,0.8,0,0.3,0.3,0.3,0.1,0.1,0.2,0.1,2.1
107,Quinn Cook\cookqu01,PG,27,CLE,7,0,13.6,2.4,6,0.405,0.9,1.9,0.462,1.6,4.1,0.379,0.476,0.4,0.4,1,0.3,1.4,1.7,1.9,0.4,0,0.6,1.1,6.1
108,Tyler Cook\cookty01,SF-PF,23,TOT,26,1,11.6,1.8,2.8,0.639,0,0,0,1.8,2.7,0.648,0.639,0.5,1,0.48,0.8,1.7,2.5,0.5,0.2,0,0.7,1.1,4
108,Tyler Cook\cookty01,PF,23,BRK,4,0,4.3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0,,0.3,0.3,0.5,0.5,0,0,0.3,0.5,0.5
108,Tyler Cook\cookty01,SF,23,DET,22,1,13,2,3.1,0.652,0,0,0,2,3.1,0.662,0.652,0.5,1.1,0.48,1,1.9,2.9,0.5,0.2,0,0.7,1.2,4.6
109,DeMarcus Cousins\couside01,C,30,TOT,36,11,18.1,3.2,7.7,0.41,1.3,3.6,0.351,1.9,4.1,0.463,0.493,1.6,2.2,0.718,1.4,5.5,6.9,2,0.7,0.6,1.7,2.6,9.2
109,DeMarcus Cousins\couside01,C,30,HOU,25,11,20.2,3.2,8.4,0.376,1.6,4.6,0.336,1.6,3.8,0.426,0.469,1.8,2.4,0.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3,9.6
109,DeMarcus Cousins\couside01,C,30,LAC,11,0,13.2,3.2,6.2,0.515,0.6,1.4,0.467,2.5,4.8,0.528,0.566,1.1,1.7,0.632,1.7,3.4,5.1,1.2,0.4,0.5,1.9,1.9,8.1
110,Robert Covington\covinro01,PF,30,POR,63,63,32.1,3,7.4,0.407,2,5.1,0.386,1,2.3,0.455,0.54,0.7,0.9,0.825,0.9,5.8,6.7,1.7,1.5,1.2,1,2.7,8.7
111,Torrey Craig\craigto01,SF,30,TOT,43,5,15.3,2.1,4.3,0.486,0.7,1.9,0.378,1.3,2.3,0.574,0.571,0.3,0.4,0.722,1.1,2.7,3.8,0.9,0.6,0.6,0.5,1.6,5.2
111,Torrey Craig\craigto01,SF,30,MIL,18,0,11.2,1,2.6,0.391,0.4,1.2,0.364,0.6,1.3,0.417,0.478,0.1,0.1,0.5,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
111,Torrey Craig\craigto01,SF,30,PHO,25,5,18.2,2.8,5.5,0.518,0.9,2.4,0.383,1.9,3.1,0.623,0.602,0.5,0.6,0.75,1.3,3.5,4.8,0.9,0.6,0.7,0.6,1.7,7.1
112,Jae Crowder\crowdja01,PF,30,PHO,55,39,27.4,3.3,8.1,0.401,2.4,6.2,0.381,0.9,1.9,0.467,0.547,0.9,1.2,0.761,0.5,4.3,4.8,2.1,0.8,0.4,0.9,2,9.8
113,Jarrett Culver\culveja01,SG,21,MIN,34,7,14.7,2,4.9,0.411,0.4,1.6,0.245,1.6,3.4,0.487,0.449,0.9,1.4,0.604,1,2.1,3.1,0.7,0.5,0.3,0.8,1.7,5.3
114,Seth Curry\curryse01,SG,30,PHI,52,52,28.9,4.5,9.8,0.461,2.1,4.8,0.44,2.4,4.9,0.48,0.57,1.3,1.4,0.905,0.2,2.1,2.3,2.7,0.8,0.2,1.2,1.6,12.4
115,Stephen Curry\curryst01,PG,32,GSW,58,58,34.1,10.3,21.3,0.485,5.3,12.4,0.426,5,8.9,0.568,0.609,5.6,6.1,0.915,0.5,5.1,5.6,5.7,1.2,0.1,3.4,1.9,31.5
116,Nate Darling\darlina01,SG,22,CHO,6,0,4,0.3,1.2,0.286,0.3,1.2,0.286,0,0,,0.429,0.5,0.5,1,0.2,0,0.2,0.2,0,0.2,0.2,0.2,1.5
117,Anthony Davis\davisan02,PF,27,LAL,30,30,32.1,8.4,16.7,0.503,0.7,2.8,0.265,7.7,13.9,0.55,0.525,3.9,5.4,0.72,1.8,6.2,8,3,1.3,1.8,2.1,1.8,21.4
118,Ed Davis\davised01,C,31,MIN,22,7,13.3,0.9,2,0.432,0,0,,0.9,2,0.432,0.432,0.5,0.5,0.833,2.1,3,5.1,1,0.6,0.6,0.3,2.5,2.2
119,Terence Davis\daviste02,SG,23,TOT,54,4,16.2,2.8,6.6,0.423,1.4,3.9,0.366,1.4,2.7,0.507,0.532,0.6,0.7,0.833,0.3,1.9,2.2,1.2,0.6,0.2,1,1.5,7.6
119,Terence Davis\daviste02,SG,23,TOR,34,4,14.5,2.6,6.2,0.414,1.3,3.6,0.361,1.3,2.6,0.489,0.519,0.5,0.5,0.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9
119,Terence Davis\daviste02,SG,23,SAC,20,0,19,3.2,7.4,0.435,1.7,4.6,0.374,1.5,2.8,0.536,0.551,0.7,0.9,0.778,0.3,2.4,2.7,1.4,0.7,0.2,1.2,1.6,8.8
120,Gabriel Deck\deckga01,PF,25,OKC,4,0,18.3,3.5,7.5,0.467,0.3,1.8,0.143,3.3,5.8,0.565,0.483,2,2.8,0.727,2.3,3,5.3,2.5,0.8,0,0.5,1,9.3
121,Dewayne Dedmon\dedmode01,C,31,MIA,11,0,13.2,3.2,4.3,0.745,0,0.3,0,3.2,4,0.795,0.745,1.7,2,0.864,2.1,3.8,5.9,0.6,0.6,0.5,0.8,1.8,8.1
122,Matthew Dellavedova\dellama01,PG,30,CLE,13,1,17.2,1.1,4.3,0.25,0.3,1.9,0.16,0.8,2.4,0.323,0.286,0.3,0.3,1,0.5,1.4,1.8,4.5,0.3,0.1,0.5,1.6,2.8
123,DeMar DeRozan\derozde01,PF,31,SAS,54,54,34.3,7.5,15.2,0.491,0.3,1.4,0.247,7.1,13.8,0.515,0.502,6.4,7.3,0.885,0.7,3.6,4.3,7.3,0.9,0.3,1.9,2.1,21.7
124,Mamadi Diakite\diakima01,PF,24,MIL,12,0,8.5,1,2.4,0.414,0.1,0.6,0.143,0.9,1.8,0.5,0.431,0.5,0.5,1,0.5,1.8,2.3,0.5,0.3,0.4,0.3,1,2.6
125,Hamidou Diallo\diallha01,SG-SF,22,TOT,50,7,23.2,4.2,8.9,0.477,0.5,1.5,0.365,3.7,7.4,0.5,0.508,2.4,3.8,0.638,1.2,3.9,5.1,1.9,0.8,0.4,1.4,2.5,11.4
125,Hamidou Diallo\diallha01,SG,22,OKC,32,5,23.8,4.5,9.3,0.481,0.4,1.3,0.293,4.1,8,0.512,0.502,2.6,4.1,0.629,1.2,4,5.2,2.4,1,0.4,1.5,2.6,11.9
125,Hamidou Diallo\diallha01,SF,22,DET,18,2,22.2,3.8,8.2,0.469,0.8,1.8,0.455,3,6.3,0.474,0.52,2.1,3.1,0.661,1.2,3.8,5,1.1,0.5,0.6,1.3,2.4,10.6
126,Gorgui Dieng\dienggo01,C,31,TOT,32,1,15.1,2.2,4.2,0.519,0.9,1.9,0.459,1.3,2.3,0.568,0.622,1.7,1.9,0.869,1.1,2.8,3.9,1.2,0.7,0.5,0.8,1.6,6.9
126,Gorgui Dieng\dienggo01,C,31,MEM,22,1,16.9,2.5,4.9,0.519,1,2.2,0.479,1.5,2.7,0.55,0.625,1.7,2,0.884,1.3,3.2,4.5,1.3,0.8,0.6,1,1.7,7.9
126,Gorgui Dieng\dienggo01,C,31,SAS,10,0,11.3,1.4,2.7,0.519,0.5,1.3,0.385,0.9,1.4,0.643,0.611,1.5,1.8,0.833,0.7,1.9,2.6,1,0.6,0.1,0.5,1.4,4.8
127,Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,21.3,2,5.3,0.375,0.7,2.3,0.286,1.3,3,0.444,0.438,2,2,1,0,4.3,4.3,3,0.7,0.3,1.7,1.3,6.7
128,Donte DiVincenzo\divindo01,SG,24,MIL,60,60,27.4,3.7,9.1,0.411,1.9,5,0.369,1.9,4.1,0.463,0.513,0.7,1,0.724,1.3,4.5,5.7,3,1.1,0.2,1.4,1.6,10
129,Luka Dončić\doncilu01,PG,21,DAL,59,59,35.1,10.1,20.8,0.487,3,8.4,0.356,7.2,12.5,0.574,0.558,5.3,7.3,0.724,0.8,7.2,8.1,8.9,1,0.6,4.4,2.4,28.5
130,Luguentz Dort\dortlu01,SG,21,OKC,50,50,29.9,4.8,12.3,0.39,2.2,6.3,0.345,2.6,5.9,0.438,0.479,2.4,3.2,0.744,0.7,3,3.7,1.7,0.9,0.4,1.5,2.6,14.1
131,Damyean Dotson\dotsoda01,SG,26,CLE,40,6,19.2,2.5,6.3,0.398,1,3.3,0.286,1.6,3,0.525,0.474,0.6,0.9,0.676,0.1,1.9,2.1,2.1,0.4,0.1,0.9,1,6.5
132,Devon Dotson\dotsode01,PG,21,CHI,7,0,3.3,0.6,1.1,0.5,0,0.1,0,0.6,1,0.571,0.5,0,0,,0.3,0.1,0.4,0.3,0.3,0,0,0.1,1.1
133,Sekou Doumbouya\doumbse01,PF,20,DET,52,8,14.7,1.8,4.8,0.368,0.5,2,0.236,1.3,2.7,0.468,0.419,0.7,0.9,0.714,0.6,1.8,2.4,0.8,0.4,0.1,0.7,1.6,4.7
134,PJ Dozier\doziepj01,SG,24,DEN,50,6,21.8,3,7.1,0.417,0.9,3,0.315,2,4.1,0.49,0.483,0.8,1.3,0.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,1.7,7.7
135,Goran Dragić\dragigo01,PG,34,MIA,45,11,26.7,4.7,10.8,0.43,1.6,4.7,0.351,3,6.2,0.491,0.506,2.2,2.6,0.829,0.5,3,3.5,4.5,0.7,0.2,2.4,2.2,13.1
136,Andre Drummond\drumman01,C,27,TOT,39,39,27.5,6.4,13.1,0.488,0,0.2,0,6.4,12.9,0.496,0.488,2.8,4.5,0.61,3.6,8.5,12.1,2.2,1.5,1.1,2.9,3.2,15.6
136,Andre Drummond\drumman01,C,27,CLE,25,25,28.9,7.2,15.2,0.474,0,0.3,0,7.2,14.9,0.484,0.474,3.1,5.2,0.597,4,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5
136,Andre Drummond\drumman01,C,27,LAL,14,14,24.9,5,9.4,0.53,0,0,,5,9.4,0.53,0.53,2.2,3.4,0.646,2.7,6.8,9.5,1.5,1.4,0.9,2.2,3.9,12.2
137,Jared Dudley\dudleja01,PF,35,LAL,11,0,6.9,0.2,0.6,0.286,0.2,0.5,0.4,0,0.2,0,0.429,0,0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
138,Kris Dunn\dunnkr01,PG,26,ATL,3,0,14,0.3,3.7,0.091,0,0.7,0,0.3,3,0.111,0.091,1,1.3,0.75,0,1.3,1.3,0.7,0.7,0.7,1,3,1.7
139,Kevin Durant\duranke01,PF,32,BRK,29,26,33.1,9.8,17.9,0.546,2.7,5.7,0.479,7,12.2,0.578,0.623,6,6.9,0.875,0.4,6.5,6.9,5.2,0.7,1.2,3.6,2.1,28.3
140,Anthony Edwards\edwaran01,SG,19,MIN,65,48,31.7,6.7,16.7,0.403,2.3,7.1,0.317,4.5,9.6,0.466,0.47,2.8,3.6,0.774,0.8,3.8,4.6,2.8,1.2,0.4,2.2,1.7,18.5
141,Carsen Edwards\edwarca01,SG,22,BOS,25,1,8.5,1.6,3.4,0.453,0.5,1.8,0.283,1,1.6,0.65,0.529,0.3,0.4,0.778,0.1,0.8,0.9,0.4,0.2,0,0.2,0.9,3.9
142,CJ Elleby\ellebcj01,SF,20,POR,25,0,6.9,0.8,2.3,0.368,0.3,1.2,0.226,0.6,1,0.538,0.43,0.4,0.5,0.692,0.4,0.7,1.1,0.3,0.2,0.1,0.2,1,2.3
143,Henry Ellenson\ellenhe01,PF,24,TOR,2,0,19,2.5,7,0.357,1,4.5,0.222,1.5,2.5,0.6,0.429,1.5,2,0.75,1.5,4.5,6,2.5,0,0,0,3.5,7.5
144,Wayne Ellington\ellinwa01,SG,33,DET,44,30,21.9,3.2,7.3,0.445,2.5,5.9,0.421,0.8,1.4,0.55,0.616,0.6,0.8,0.8,0.3,1.6,1.9,1.4,0.4,0.2,0.7,1.3,9.6
145,Joel Embiid\embiijo01,C,26,PHI,46,46,31.7,9.2,18.1,0.509,1.2,3.1,0.368,8,14.9,0.539,0.541,9.4,11,0.854,2.2,8.5,10.8,3,1,1.4,3.1,2.5,29
146,James Ennis\ennisja01,SF,30,ORL,41,37,24,2.8,5.9,0.473,1.1,2.5,0.433,1.7,3.4,0.504,0.566,1.7,2.1,0.805,1,3,4,1.5,0.8,0.2,0.9,2,8.4
147,Drew Eubanks\eubandr01,C,23,SAS,46,2,13.9,2.1,3.7,0.576,0,0,1,2.1,3.7,0.574,0.579,1.3,1.9,0.697,1.2,3,4.2,0.8,0.4,1,0.8,1.5,5.6
148,Dante Exum\exumda01,SG,25,CLE,6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
149,Tacko Fall\fallta01,C,25,BOS,15,0,6.7,1.2,1.6,0.75,0,0,,1.2,1.6,0.75,0.75,0.3,0.9,0.308,0.7,1.8,2.5,0.1,0.1,0.8,0.3,1.1,2.7
150,Derrick Favors\favorde01,C,29,UTA,61,0,15.4,2.3,3.7,0.628,0,0,0,2.3,3.6,0.633,0.628,0.9,1.2,0.737,2.1,3.5,5.6,0.7,0.5,1,0.6,2.2,5.5
151,Cristiano Felício\feliccr01,C,28,CHI,14,0,4.2,0.3,0.5,0.571,0,0.1,0,0.3,0.4,0.667,0.571,0.4,0.7,0.6,0.4,0.6,1,0.6,0.1,0,0.3,0.5,1
152,Terrance Ferguson\fergute01,SG,22,PHI,13,0,3.8,0.1,0.5,0.143,0,0.4,0,0.1,0.2,0.5,0.143,0,0,,0,0.1,0.1,0.2,0.1,0,0.3,0.5,0.2
153,Bruno Fernando\fernabr01,C,22,ATL,30,0,6.6,0.4,1.1,0.394,0,0.1,0,0.4,1,0.419,0.394,0.4,0.7,0.65,0.5,1.8,2.3,0.3,0.1,0.1,0.7,0.7,1.3
154,Yogi Ferrell\ferreyo01,PG,27,TOT,5,0,13.8,2.4,6.2,0.387,1.2,3,0.4,1.2,3.2,0.375,0.484,0.6,1,0.6,0.6,1,1.6,3,0.8,0.2,0.6,1,6.6
154,Yogi Ferrell\ferreyo01,PG,27,CLE,2,0,20,4,10.5,0.381,1.5,4.5,0.333,2.5,6,0.417,0.452,0,1,0,1.5,2,3.5,2.5,1.5,0.5,1.5,2,9.5
154,Yogi Ferrell\ferreyo01,PG,27,LAC,3,0,9.7,1.3,3.3,0.4,1,2,0.5,0.3,1.3,0.25,0.55,1,1,1,0,0.3,0.3,3.3,0.3,0,0,0.3,4.7
155,Dorian Finney-Smith\finnedo01,PF,27,DAL,53,53,32.5,3.6,7.8,0.468,2,5.1,0.398,1.6,2.7,0.601,0.598,0.5,0.7,0.8,1.7,3.8,5.6,1.7,0.9,0.4,0.8,2.3,9.8
156,Malik Fitts\fittsma01,PF,23,LAC,3,0,3.7,0.3,1,0.333,0.3,0.7,0.5,0,0.3,0,0.5,0,0,,0,1,1,0,0,0,0,1,1
157,Malachi Flynn\flynnma01,PG,22,TOR,41,9,17.9,2.2,6.1,0.364,0.9,3,0.311,1.3,3.1,0.414,0.44,0.8,1,0.81,0.2,2,2.2,2.7,0.7,0.1,0.9,1.3,6.2
158,Bryn Forbes\forbebr01,SG,27,MIL,64,10,19.5,3.6,7.6,0.466,2.2,4.9,0.446,1.4,2.7,0.503,0.609,0.7,0.9,0.782,0.2,1.4,1.6,0.6,0.3,0,0.6,1,10
159,Trent Forrest\forretr01,PG,22,UTA,23,0,7.9,0.7,1.6,0.459,0.1,0.5,0.25,0.6,1.1,0.56,0.5,0.3,0.3,1,0,0.7,0.7,1.4,0.2,0.1,0.5,0.5,2
160,Evan Fournier\fournev01,SF-SG,28,TOT,36,30,29.6,5.6,12.6,0.445,2.6,6.6,0.389,3,6,0.507,0.547,2.9,3.6,0.794,0.2,2.7,2.9,3.2,1.1,0.4,1.9,2.2,16.7
160,Evan Fournier\fournev01,SF,28,ORL,26,26,30.3,6.5,14.2,0.461,2.8,7.2,0.388,3.7,7,0.536,0.56,3.8,4.7,0.797,0.2,2.7,2.9,3.7,1,0.3,2.1,2.1,19.7
160,Evan Fournier\fournev01,SG,28,BOS,10,4,27.8,3.2,8.5,0.376,2,5.1,0.392,1.2,3.4,0.353,0.494,0.6,0.8,0.75,0.2,2.8,3,1.9,1.4,0.5,1.3,2.5,9
161,De'Aaron Fox\foxde01,PG,23,SAC,58,58,35.1,9.1,19.1,0.477,1.8,5.5,0.322,7.3,13.6,0.539,0.523,5.2,7.2,0.719,0.6,2.9,3.5,7.2,1.5,0.5,3,2.9,25.2
162,Robert Franks\frankro01,PF,24,ORL,7,0,14.4,1.9,4,0.464,0.7,2.1,0.333,1.1,1.9,0.615,0.554,1.7,1.9,0.923,0.9,1.1,2,0.7,0.4,0.4,0.3,1.1,6.1
163,Tim Frazier\fraziti01,PG,30,MEM,3,0,11,0.7,2.7,0.25,0,0.7,0,0.7,2,0.333,0.25,0,0,,0,1.3,1.3,2.3,0.3,0,1,1.3,1.3
164,Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13,0.394,0.5,2,0.25,4.6,11,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1,0.3,2.3,2.3,12.9
165,Wenyen Gabriel\gabriwe01,PF,23,NOP,15,0,7.1,0.5,1.6,0.333,0.3,0.7,0.364,0.3,0.9,0.308,0.417,0.3,0.6,0.556,0.6,0.9,1.5,0.5,0.3,0.2,0.7,0.9,1.7
166,Daniel Gafford\gaffoda01,PF-C,22,TOT,47,11,14.4,2.8,4.1,0.696,0,0,,2.8,4.1,0.696,0.696,1.2,1.9,0.629,1.7,2.5,4.2,0.5,0.5,1.4,0.8,1.8,6.9
166,Daniel Gafford\gaffoda01,PF,22,CHI,31,11,12.4,1.9,2.8,0.69,0,0,,1.9,2.8,0.69,0.69,0.9,1.3,0.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7
166,Daniel Gafford\gaffoda01,C,22,WAS,16,0,18.3,4.6,6.5,0.702,0,0,,4.6,6.5,0.702,0.702,1.8,3,0.604,2.1,3.8,5.9,0.4,0.8,2,0.9,1.9,10.9
167,Danilo Gallinari\gallida01,PF,32,ATL,46,4,23.9,4,9.4,0.428,2.2,5.2,0.416,1.9,4.2,0.443,0.543,3.3,3.6,0.933,0.3,3.7,4.1,1.4,0.5,0.2,0.9,2.1,13.5
168,Langston Galloway\gallola01,SG,29,PHO,36,0,10.7,1.6,3.4,0.472,0.9,2,0.451,0.7,1.4,0.5,0.602,0.5,0.5,1,0.1,0.9,1.1,0.7,0.2,0,0.4,0.6,4.6
169,Darius Garland\garlada01,PG,21,CLE,53,50,33.5,6.8,15.1,0.452,2,5,0.394,4.8,10.1,0.48,0.517,2.1,2.5,0.848,0.4,2,2.4,6.2,1.2,0.1,3.1,2.1,17.7
170,Marc Gasol\gasolma01,C,36,LAL,47,42,19.2,1.8,4,0.457,1,2.5,0.405,0.8,1.5,0.543,0.583,0.7,1,0.729,0.8,3.4,4.1,2,0.5,1.2,1.1,2.2,5.4
171,Rudy Gay\gayru01,PF,34,SAS,56,1,21.9,4.3,10,0.423,1.7,4.3,0.39,2.6,5.7,0.449,0.507,1.3,1.6,0.791,0.7,4.2,4.9,1.4,0.7,0.6,1.1,1.9,11.5
172,Paul George\georgpa01,SF,30,LAC,50,50,33.6,8.3,17.7,0.47,3.2,7.6,0.418,5.2,10.1,0.509,0.56,3.8,4.3,0.87,0.8,5.8,6.6,5.2,1.2,0.5,3.3,2.4,23.6
173,Taj Gibson\gibsota01,PF,35,NYK,38,3,20.9,2.2,3.4,0.626,0.1,0.4,0.2,2.1,3.1,0.681,0.637,0.8,1.2,0.689,2.3,3.4,5.6,0.7,0.7,1,0.6,2.2,5.2
174,Harry Giles\gilesha01,C,22,POR,34,0,9.7,1.1,2.6,0.437,0.2,0.6,0.421,0.9,2,0.441,0.483,0.5,0.7,0.667,0.9,2.8,3.7,0.7,0.2,0.3,0.6,1.5,2.9
175,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,35,35,33.7,8.2,16.1,0.508,2,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3,2,23.7
176,Anthony Gill\gillan01,PF,28,WAS,22,2,7.4,1,1.9,0.548,0.3,0.9,0.3,0.8,1,0.773,0.619,0.2,0.4,0.625,0.6,1.3,1.9,0.5,0.4,0.1,0.3,1,2.6
177,Freddie Gillespie\gillefr01,PF,23,TOR,14,0,15.7,2.3,3.9,0.582,0,0,,2.3,3.9,0.582,0.582,1.1,1.4,0.75,1.7,2.1,3.8,0.4,0.5,0.9,0.4,2,5.6
178,Rudy Gobert\goberru01,C,28,UTA,64,64,30.9,5.6,8.2,0.679,0,0,0,5.6,8.1,0.683,0.679,3.3,5.3,0.62,3.3,10.1,13.4,1.3,0.6,2.8,1.7,2.3,14.4
179,Brandon Goodwin\goodwbr01,PG,25,ATL,45,5,13.5,1.8,4.9,0.37,0.7,2.3,0.304,1.1,2.6,0.427,0.441,0.6,0.9,0.659,0.2,1.3,1.5,2,0.3,0,0.8,0.9,4.9
180,Aaron Gordon\gordoaa01,PF,25,TOT,45,45,28,4.7,10.1,0.463,1.3,3.7,0.345,3.4,6.5,0.529,0.525,2.1,3.2,0.651,1.5,4.3,5.8,3.4,0.6,0.8,2.1,1.9,12.8
180,Aaron Gordon\gordoaa01,PF,25,ORL,25,25,29.4,5.1,11.7,0.437,1.7,4.5,0.375,3.4,7.2,0.475,0.509,2.6,4.2,0.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2,14.6
180,Aaron Gordon\gordoaa01,PF,25,DEN,20,20,26.3,4.2,8.2,0.509,0.8,2.7,0.283,3.4,5.5,0.618,0.555,1.5,2.1,0.707,1.5,3.3,4.8,2.4,0.7,0.7,1.3,1.8,10.5
181,Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
182,Devonte' Graham\grahade01,PG,25,CHO,51,44,30,4.5,12.1,0.374,3.2,8.6,0.373,1.3,3.5,0.376,0.506,2.3,2.7,0.821,0.4,2.3,2.7,5.4,0.9,0.1,1.6,1.4,14.5
183,Jerami Grant\grantje01,SF,26,DET,53,53,34.1,7.5,17.4,0.428,2.2,6.1,0.354,5.3,11.3,0.469,0.491,5.4,6.4,0.849,0.7,4,4.6,2.8,0.7,1.1,2,2.3,22.5
184,Danny Green\greenda02,SF,33,PHI,63,63,28.2,3.3,7.9,0.416,2.5,6.3,0.406,0.7,1.7,0.452,0.576,0.4,0.6,0.771,0.8,2.9,3.7,1.7,1.4,0.8,1,1.9,9.5
185,Draymond Green\greendr01,PF,30,GSW,58,58,31.2,2.6,5.9,0.437,0.5,2,0.252,2.1,3.9,0.531,0.48,1,1.3,0.773,0.9,6.2,7.1,8.7,1.7,0.8,3,3.2,6.7
186,JaMychal Green\greenja01,PF,30,DEN,51,4,18.8,3,6.4,0.475,1.4,3.4,0.409,1.7,3,0.548,0.583,0.8,0.9,0.833,1.5,3.5,4.9,0.8,0.5,0.4,0.9,2.5,8.2
187,Javonte Green\greenja02,SG-PG,27,TOT,34,2,11.5,1.3,2.4,0.518,0.2,0.7,0.304,1.1,1.8,0.6,0.56,0.7,1,0.697,0.7,1.1,1.8,0.4,0.6,0.1,0.5,1.1,3.4
187,Javonte Green\greenja02,SG,27,BOS,25,2,13.8,1.6,2.8,0.549,0.3,0.9,0.318,1.3,2,0.653,0.599,0.8,1.2,0.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2
187,Javonte Green\greenja02,PG,27,CHI,9,0,5.2,0.4,1.3,0.333,0,0.1,0,0.4,1.2,0.364,0.333,0.3,0.3,1,0.3,0.8,1.1,0.2,0.3,0.2,0.4,0.4,1.2
188,Jeff Green\greenje02,C,34,BRK,62,38,27.5,3.7,7.8,0.478,1.4,3.6,0.39,2.3,4.2,0.554,0.569,1.9,2.4,0.772,0.5,3.5,4,1.7,0.6,0.4,0.8,1.8,10.7
